"fecha";"Run Fondo";"periodo";"rent";"serie"
2023-03-08;"8381";"1M";0.01;B-APV/APVC
2023-03-08;"8381";"3M";0.02;B-APV/APVC
2023-03-08;"8381";"6M";-0.05;B-APV/APVC
2023-03-08;"8381";"1Y";0.05;B-APV/APVC
2023-03-08;"8381";YTD;0.02;B-APV/APVC
2023-03-09;"8381";"1M";0.01;B-APV/APVC
2023-03-09;"8381";"3M";0.02;B-APV/APVC
2023-03-09;"8381";"6M";-0.07;B-APV/APVC
2023-03-09;"8381";"1Y";0.04;B-APV/APVC
2023-03-09;"8381";YTD;0.02;B-APV/APVC
2023-03-10;"8381";"1M";0.00;B-APV/APVC
2023-03-10;"8381";"3M";0.02;B-APV/APVC
2023-03-10;"8381";"6M";-0.07;B-APV/APVC
2023-03-10;"8381";"1Y";0.04;B-APV/APVC
2023-03-10;"8381";YTD;0.02;B-APV/APVC
2023-03-11;"8381";"1M";0.00;B-APV/APVC
2023-03-11;"8381";"3M";0.02;B-APV/APVC
2023-03-11;"8381";"6M";-0.07;B-APV/APVC
2023-03-11;"8381";"1Y";0.04;B-APV/APVC
2023-03-11;"8381";YTD;0.02;B-APV/APVC
2023-03-12;"8381";"1M";0.00;B-APV/APVC
2023-03-12;"8381";"3M";0.01;B-APV/APVC
2023-03-12;"8381";"6M";-0.07;B-APV/APVC
2023-03-12;"8381";"1Y";0.04;B-APV/APVC
2023-03-12;"8381";YTD;0.02;B-APV/APVC
2023-03-13;"8381";"1M";-0.01;B-APV/APVC
2023-03-13;"8381";"3M";0.00;B-APV/APVC
2023-03-13;"8381";"6M";-0.08;B-APV/APVC
2023-03-13;"8381";"1Y";0.03;B-APV/APVC
2023-03-13;"8381";YTD;0.01;B-APV/APVC
2023-03-14;"8381";"1M";-0.01;B-APV/APVC
2023-03-14;"8381";"3M";0.00;B-APV/APVC
2023-03-14;"8381";"6M";-0.09;B-APV/APVC
2023-03-14;"8381";"1Y";0.03;B-APV/APVC
2023-03-14;"8381";YTD;0.00;B-APV/APVC
2023-03-15;"8381";"1M";-0.04;B-APV/APVC
2023-03-15;"8381";"3M";0.00;B-APV/APVC
2023-03-15;"8381";"6M";-0.09;B-APV/APVC
2023-03-15;"8381";"1Y";0.00;B-APV/APVC
2023-03-15;"8381";YTD;-0.02;B-APV/APVC
2023-03-16;"8381";"1M";-0.05;B-APV/APVC
2023-03-16;"8381";"3M";0.00;B-APV/APVC
2023-03-16;"8381";"6M";-0.09;B-APV/APVC
2023-03-16;"8381";"1Y";-0.01;B-APV/APVC
2023-03-16;"8381";YTD;-0.02;B-APV/APVC
2023-03-17;"8381";"1M";-0.04;B-APV/APVC
2023-03-17;"8381";"3M";-0.02;B-APV/APVC
2023-03-17;"8381";"6M";-0.11;B-APV/APVC
2023-03-17;"8381";"1Y";-0.05;B-APV/APVC
2023-03-17;"8381";YTD;-0.04;B-APV/APVC
2023-03-18;"8381";"1M";-0.04;B-APV/APVC
2023-03-18;"8381";"3M";-0.02;B-APV/APVC
2023-03-18;"8381";"6M";-0.11;B-APV/APVC
2023-03-18;"8381";"1Y";-0.06;B-APV/APVC
2023-03-18;"8381";YTD;-0.04;B-APV/APVC
2023-03-19;"8381";"1M";-0.04;B-APV/APVC
2023-03-19;"8381";"3M";-0.03;B-APV/APVC
2023-03-19;"8381";"6M";-0.11;B-APV/APVC
2023-03-19;"8381";"1Y";-0.06;B-APV/APVC
2023-03-19;"8381";YTD;-0.04;B-APV/APVC
2023-03-20;"8381";"1M";-0.03;B-APV/APVC
2023-03-20;"8381";"3M";-0.03;B-APV/APVC
2023-03-20;"8381";"6M";-0.07;B-APV/APVC
2023-03-20;"8381";"1Y";-0.05;B-APV/APVC
2023-03-20;"8381";YTD;-0.03;B-APV/APVC
2023-03-21;"8381";"1M";0.00;B-APV/APVC
2023-03-21;"8381";"3M";0.00;B-APV/APVC
2023-03-21;"8381";"6M";-0.05;B-APV/APVC
2023-03-21;"8381";"1Y";-0.05;B-APV/APVC
2023-03-21;"8381";YTD;0.00;B-APV/APVC
2023-03-22;"8381";"1M";0.00;B-APV/APVC
2023-03-22;"8381";"3M";0.00;B-APV/APVC
2023-03-22;"8381";"6M";-0.04;B-APV/APVC
2023-03-22;"8381";"1Y";-0.04;B-APV/APVC
2023-03-22;"8381";YTD;-0.01;B-APV/APVC
2023-03-23;"8381";"1M";-0.02;B-APV/APVC
2023-03-23;"8381";"3M";-0.02;B-APV/APVC
2023-03-23;"8381";"6M";-0.03;B-APV/APVC
2023-03-23;"8381";"1Y";-0.04;B-APV/APVC
2023-03-23;"8381";YTD;-0.02;B-APV/APVC
2023-03-24;"8381";"1M";-0.03;B-APV/APVC
2023-03-24;"8381";"3M";-0.02;B-APV/APVC
2023-03-24;"8381";"6M";-0.04;B-APV/APVC
2023-03-24;"8381";"1Y";-0.07;B-APV/APVC
2023-03-24;"8381";YTD;-0.02;B-APV/APVC
2023-03-25;"8381";"1M";-0.03;B-APV/APVC
2023-03-25;"8381";"3M";-0.02;B-APV/APVC
2023-03-25;"8381";"6M";-0.04;B-APV/APVC
2023-03-25;"8381";"1Y";-0.07;B-APV/APVC
2023-03-25;"8381";YTD;-0.02;B-APV/APVC
2023-03-26;"8381";"1M";-0.03;B-APV/APVC
2023-03-26;"8381";"3M";-0.02;B-APV/APVC
2023-03-26;"8381";"6M";-0.03;B-APV/APVC
2023-03-26;"8381";"1Y";-0.07;B-APV/APVC
2023-03-26;"8381";YTD;-0.02;B-APV/APVC
2023-03-27;"8381";"1M";-0.03;B-APV/APVC
2023-03-27;"8381";"3M";-0.01;B-APV/APVC
2023-03-27;"8381";"6M";-0.03;B-APV/APVC
2023-03-27;"8381";"1Y";-0.07;B-APV/APVC
2023-03-27;"8381";YTD;-0.02;B-APV/APVC
2023-03-28;"8381";"1M";-0.04;B-APV/APVC
2023-03-28;"8381";"3M";-0.02;B-APV/APVC
2023-03-28;"8381";"6M";-0.02;B-APV/APVC
2023-03-28;"8381";"1Y";-0.06;B-APV/APVC
2023-03-28;"8381";YTD;-0.02;B-APV/APVC
2023-03-29;"8381";"1M";-0.03;B-APV/APVC
2023-03-29;"8381";"3M";-0.01;B-APV/APVC
2023-03-29;"8381";"6M";0.01;B-APV/APVC
2023-03-29;"8381";"1Y";-0.05;B-APV/APVC
2023-03-29;"8381";YTD;-0.01;B-APV/APVC
2023-03-30;"8381";"1M";-0.03;B-APV/APVC
2023-03-30;"8381";"3M";-0.01;B-APV/APVC
2023-03-30;"8381";"6M";-0.01;B-APV/APVC
2023-03-30;"8381";"1Y";-0.04;B-APV/APVC
2023-03-30;"8381";YTD;-0.01;B-APV/APVC
2023-03-31;"8381";"1M";-0.03;B-APV/APVC
2023-03-31;"8381";"3M";-0.01;B-APV/APVC
2023-03-31;"8381";"6M";-0.01;B-APV/APVC
2023-03-31;"8381";"1Y";-0.04;B-APV/APVC
2023-03-31;"8381";YTD;-0.01;B-APV/APVC
2023-04-01;"8381";"1M";-0.02;B-APV/APVC
2023-04-01;"8381";"3M";-0.01;B-APV/APVC
2023-04-01;"8381";"6M";-0.01;B-APV/APVC
2023-04-01;"8381";"1Y";-0.05;B-APV/APVC
2023-04-01;"8381";YTD;-0.01;B-APV/APVC
2023-04-02;"8381";"1M";-0.03;B-APV/APVC
2023-04-02;"8381";"3M";-0.01;B-APV/APVC
2023-04-02;"8381";"6M";-0.01;B-APV/APVC
2023-04-02;"8381";"1Y";-0.05;B-APV/APVC
2023-04-02;"8381";YTD;-0.01;B-APV/APVC
2023-04-03;"8381";"1M";-0.04;B-APV/APVC
2023-04-03;"8381";"3M";0.01;B-APV/APVC
2023-04-03;"8381";"6M";-0.02;B-APV/APVC
2023-04-03;"8381";"1Y";-0.05;B-APV/APVC
2023-04-03;"8381";YTD;-0.01;B-APV/APVC
2023-04-04;"8381";"1M";-0.06;B-APV/APVC
2023-04-04;"8381";"3M";0.00;B-APV/APVC
2023-04-04;"8381";"6M";-0.05;B-APV/APVC
2023-04-04;"8381";"1Y";-0.07;B-APV/APVC
2023-04-04;"8381";YTD;-0.03;B-APV/APVC
2023-04-05;"8381";"1M";-0.05;B-APV/APVC
2023-04-05;"8381";"3M";0.00;B-APV/APVC
2023-04-05;"8381";"6M";-0.04;B-APV/APVC
2023-04-05;"8381";"1Y";-0.06;B-APV/APVC
2023-04-05;"8381";YTD;-0.03;B-APV/APVC
2023-04-06;"8381";"1M";-0.05;B-APV/APVC
2023-04-06;"8381";"3M";0.00;B-APV/APVC
2023-04-06;"8381";"6M";-0.03;B-APV/APVC
2023-04-06;"8381";"1Y";-0.06;B-APV/APVC
2023-04-06;"8381";YTD;-0.02;B-APV/APVC
2023-04-07;"8381";"1M";-0.04;B-APV/APVC
2023-04-07;"8381";"3M";0.00;B-APV/APVC
2023-04-07;"8381";"6M";-0.01;B-APV/APVC
2023-04-07;"8381";"1Y";-0.06;B-APV/APVC
2023-04-07;"8381";YTD;-0.02;B-APV/APVC
2023-04-08;"8381";"1M";-0.04;B-APV/APVC
2023-04-08;"8381";"3M";0.00;B-APV/APVC
2023-04-08;"8381";"6M";-0.01;B-APV/APVC
2023-04-08;"8381";"1Y";-0.06;B-APV/APVC
2023-04-08;"8381";YTD;-0.02;B-APV/APVC
2023-04-09;"8381";"1M";-0.04;B-APV/APVC
2023-04-09;"8381";"3M";0.00;B-APV/APVC
2023-04-09;"8381";"6M";-0.01;B-APV/APVC
2023-04-09;"8381";"1Y";-0.06;B-APV/APVC
2023-04-09;"8381";YTD;-0.02;B-APV/APVC
2023-04-10;"8381";"1M";-0.04;B-APV/APVC
2023-04-10;"8381";"3M";0.00;B-APV/APVC
2023-04-10;"8381";"6M";-0.01;B-APV/APVC
2023-04-10;"8381";"1Y";-0.06;B-APV/APVC
2023-04-10;"8381";YTD;-0.02;B-APV/APVC
2023-04-11;"8381";"1M";-0.03;B-APV/APVC
2023-04-11;"8381";"3M";0.00;B-APV/APVC
2023-04-11;"8381";"6M";0.01;B-APV/APVC
2023-04-11;"8381";"1Y";-0.04;B-APV/APVC
2023-04-11;"8381";YTD;-0.02;B-APV/APVC
2023-04-12;"8381";"1M";-0.03;B-APV/APVC
2023-04-12;"8381";"3M";0.01;B-APV/APVC
2023-04-12;"8381";"6M";0.03;B-APV/APVC
2023-04-12;"8381";"1Y";-0.03;B-APV/APVC
2023-04-12;"8381";YTD;-0.01;B-APV/APVC
2023-04-13;"8381";"1M";-0.01;B-APV/APVC
2023-04-13;"8381";"3M";0.02;B-APV/APVC
2023-04-13;"8381";"6M";0.03;B-APV/APVC
2023-04-13;"8381";"1Y";-0.03;B-APV/APVC
2023-04-13;"8381";YTD;-0.01;B-APV/APVC
2023-04-14;"8381";"1M";0.00;B-APV/APVC
2023-04-14;"8381";"3M";0.03;B-APV/APVC
2023-04-14;"8381";"6M";0.04;B-APV/APVC
2023-04-14;"8381";"1Y";-0.02;B-APV/APVC
2023-04-14;"8381";YTD;0.00;B-APV/APVC
2023-04-15;"8381";"1M";0.02;B-APV/APVC
2023-04-15;"8381";"3M";0.03;B-APV/APVC
2023-04-15;"8381";"6M";0.04;B-APV/APVC
2023-04-15;"8381";"1Y";-0.02;B-APV/APVC
2023-04-15;"8381";YTD;0.00;B-APV/APVC
2023-04-16;"8381";"1M";0.02;B-APV/APVC
2023-04-16;"8381";"3M";0.03;B-APV/APVC
2023-04-16;"8381";"6M";0.04;B-APV/APVC
2023-04-16;"8381";"1Y";-0.02;B-APV/APVC
2023-04-16;"8381";YTD;0.00;B-APV/APVC
2023-04-17;"8381";"1M";0.05;B-APV/APVC
2023-04-17;"8381";"3M";0.03;B-APV/APVC
2023-04-17;"8381";"6M";0.02;B-APV/APVC
2023-04-17;"8381";"1Y";-0.01;B-APV/APVC
2023-04-17;"8381";YTD;0.01;B-APV/APVC
2023-04-18;"8381";"1M";0.05;B-APV/APVC
2023-04-18;"8381";"3M";0.02;B-APV/APVC
2023-04-18;"8381";"6M";0.02;B-APV/APVC
2023-04-18;"8381";"1Y";0.00;B-APV/APVC
2023-04-18;"8381";YTD;0.01;B-APV/APVC
2023-04-19;"8381";"1M";0.04;B-APV/APVC
2023-04-19;"8381";"3M";0.02;B-APV/APVC
2023-04-19;"8381";"6M";0.02;B-APV/APVC
2023-04-19;"8381";"1Y";-0.02;B-APV/APVC
2023-04-19;"8381";YTD;0.00;B-APV/APVC
2023-04-20;"8381";"1M";0.03;B-APV/APVC
2023-04-20;"8381";"3M";0.01;B-APV/APVC
2023-04-20;"8381";"6M";0.00;B-APV/APVC
2023-04-20;"8381";"1Y";-0.04;B-APV/APVC
2023-04-20;"8381";YTD;0.00;B-APV/APVC
2023-04-21;"8381";"1M";-0.03;B-APV/APVC
2023-04-21;"8381";"3M";-0.03;B-APV/APVC
2023-04-21;"8381";"6M";-0.03;B-APV/APVC
2023-04-21;"8381";"1Y";-0.06;B-APV/APVC
2023-04-21;"8381";YTD;-0.03;B-APV/APVC
2023-04-22;"8381";"1M";-0.03;B-APV/APVC
2023-04-22;"8381";"3M";-0.03;B-APV/APVC
2023-04-22;"8381";"6M";-0.03;B-APV/APVC
2023-04-22;"8381";"1Y";-0.05;B-APV/APVC
2023-04-22;"8381";YTD;-0.03;B-APV/APVC
2023-04-23;"8381";"1M";-0.02;B-APV/APVC
2023-04-23;"8381";"3M";-0.04;B-APV/APVC
2023-04-23;"8381";"6M";-0.03;B-APV/APVC
2023-04-23;"8381";"1Y";-0.05;B-APV/APVC
2023-04-23;"8381";YTD;-0.03;B-APV/APVC
2023-04-24;"8381";"1M";0.00;B-APV/APVC
2023-04-24;"8381";"3M";-0.02;B-APV/APVC
2023-04-24;"8381";"6M";-0.01;B-APV/APVC
2023-04-24;"8381";"1Y";-0.03;B-APV/APVC
2023-04-24;"8381";YTD;-0.02;B-APV/APVC
2023-04-25;"8381";"1M";0.00;B-APV/APVC
2023-04-25;"8381";"3M";-0.02;B-APV/APVC
2023-04-25;"8381";"6M";-0.02;B-APV/APVC
2023-04-25;"8381";"1Y";-0.01;B-APV/APVC
2023-04-25;"8381";YTD;-0.02;B-APV/APVC
2023-04-26;"8381";"1M";0.00;B-APV/APVC
2023-04-26;"8381";"3M";-0.03;B-APV/APVC
2023-04-26;"8381";"6M";-0.02;B-APV/APVC
2023-04-26;"8381";"1Y";0.00;B-APV/APVC
2023-04-26;"8381";YTD;-0.02;B-APV/APVC
2023-04-27;"8381";"1M";0.02;B-APV/APVC
2023-04-27;"8381";"3M";-0.02;B-APV/APVC
2023-04-27;"8381";"6M";-0.01;B-APV/APVC
2023-04-27;"8381";"1Y";0.00;B-APV/APVC
2023-04-27;"8381";YTD;-0.01;B-APV/APVC
2023-04-28;"8381";"1M";0.02;B-APV/APVC
2023-04-28;"8381";"3M";-0.02;B-APV/APVC
2023-04-28;"8381";"6M";-0.01;B-APV/APVC
2023-04-28;"8381";"1Y";0.01;B-APV/APVC
2023-04-28;"8381";YTD;-0.01;B-APV/APVC
2023-04-29;"8381";"1M";0.01;B-APV/APVC
2023-04-29;"8381";"3M";-0.02;B-APV/APVC
2023-04-29;"8381";"6M";-0.01;B-APV/APVC
2023-04-29;"8381";"1Y";0.01;B-APV/APVC
2023-04-29;"8381";YTD;-0.01;B-APV/APVC
2023-04-30;"8381";"1M";0.01;B-APV/APVC
2023-04-30;"8381";"3M";-0.02;B-APV/APVC
2023-04-30;"8381";"6M";-0.01;B-APV/APVC
2023-04-30;"8381";"1Y";0.01;B-APV/APVC
2023-04-30;"8381";YTD;-0.01;B-APV/APVC
2023-05-01;"8381";"1M";0.00;B-APV/APVC
2023-05-01;"8381";"3M";-0.01;B-APV/APVC
2023-05-01;"8381";"6M";-0.01;B-APV/APVC
2023-05-01;"8381";"1Y";0.01;B-APV/APVC
2023-05-01;"8381";YTD;-0.01;B-APV/APVC
2023-05-02;"8381";"1M";-0.01;B-APV/APVC
2023-05-02;"8381";"3M";-0.02;B-APV/APVC
2023-05-02;"8381";"6M";-0.02;B-APV/APVC
2023-05-02;"8381";"1Y";0.01;B-APV/APVC
2023-05-02;"8381";YTD;-0.01;B-APV/APVC
2023-05-03;"8381";"1M";0.00;B-APV/APVC
2023-05-03;"8381";"3M";-0.02;B-APV/APVC
2023-05-03;"8381";"6M";-0.02;B-APV/APVC
2023-05-03;"8381";"1Y";0.01;B-APV/APVC
2023-05-03;"8381";YTD;-0.01;B-APV/APVC
2023-05-04;"8381";"1M";0.02;B-APV/APVC
2023-05-04;"8381";"3M";-0.02;B-APV/APVC
2023-05-04;"8381";"6M";-0.02;B-APV/APVC
2023-05-04;"8381";"1Y";-0.01;B-APV/APVC
2023-05-04;"8381";YTD;-0.01;B-APV/APVC
2023-05-05;"8381";"1M";0.03;B-APV/APVC
2023-05-05;"8381";"3M";0.00;B-APV/APVC
2023-05-05;"8381";"6M";-0.01;B-APV/APVC
2023-05-05;"8381";"1Y";0.02;B-APV/APVC
2023-05-05;"8381";YTD;0.01;B-APV/APVC
2023-05-06;"8381";"1M";0.03;B-APV/APVC
2023-05-06;"8381";"3M";0.00;B-APV/APVC
2023-05-06;"8381";"6M";-0.01;B-APV/APVC
2023-05-06;"8381";"1Y";0.02;B-APV/APVC
2023-05-06;"8381";YTD;0.01;B-APV/APVC
2023-05-07;"8381";"1M";0.03;B-APV/APVC
2023-05-07;"8381";"3M";0.01;B-APV/APVC
2023-05-07;"8381";"6M";-0.02;B-APV/APVC
2023-05-07;"8381";"1Y";0.02;B-APV/APVC
2023-05-07;"8381";YTD;0.01;B-APV/APVC
2023-05-08;"8381";"1M";0.05;B-APV/APVC
2023-05-08;"8381";"3M";0.02;B-APV/APVC
2023-05-08;"8381";"6M";-0.02;B-APV/APVC
2023-05-08;"8381";"1Y";0.04;B-APV/APVC
2023-05-08;"8381";YTD;0.03;B-APV/APVC
2023-05-09;"8381";"1M";0.04;B-APV/APVC
2023-05-09;"8381";"3M";0.00;B-APV/APVC
2023-05-09;"8381";"6M";-0.02;B-APV/APVC
2023-05-09;"8381";"1Y";0.05;B-APV/APVC
2023-05-09;"8381";YTD;0.02;B-APV/APVC
2023-05-10;"8381";"1M";0.04;B-APV/APVC
2023-05-10;"8381";"3M";-0.01;B-APV/APVC
2023-05-10;"8381";"6M";-0.02;B-APV/APVC
2023-05-10;"8381";"1Y";0.06;B-APV/APVC
2023-05-10;"8381";YTD;0.01;B-APV/APVC
2023-05-11;"8381";"1M";0.03;B-APV/APVC
2023-05-11;"8381";"3M";0.00;B-APV/APVC
2023-05-11;"8381";"6M";-0.02;B-APV/APVC
2023-05-11;"8381";"1Y";0.07;B-APV/APVC
2023-05-11;"8381";YTD;0.02;B-APV/APVC
2023-05-12;"8381";"1M";0.02;B-APV/APVC
2023-05-12;"8381";"3M";-0.01;B-APV/APVC
2023-05-12;"8381";"6M";-0.02;B-APV/APVC
2023-05-12;"8381";"1Y";0.06;B-APV/APVC
2023-05-12;"8381";YTD;0.01;B-APV/APVC
2023-05-13;"8381";"1M";0.02;B-APV/APVC
2023-05-13;"8381";"3M";0.00;B-APV/APVC
2023-05-13;"8381";"6M";-0.02;B-APV/APVC
2023-05-13;"8381";"1Y";0.03;B-APV/APVC
2023-05-13;"8381";YTD;0.01;B-APV/APVC
2023-05-14;"8381";"1M";0.01;B-APV/APVC
2023-05-14;"8381";"3M";0.01;B-APV/APVC
2023-05-14;"8381";"6M";-0.01;B-APV/APVC
2023-05-14;"8381";"1Y";0.03;B-APV/APVC
2023-05-14;"8381";YTD;0.01;B-APV/APVC
2023-05-15;"8381";"1M";0.01;B-APV/APVC
2023-05-15;"8381";"3M";-0.01;B-APV/APVC
2023-05-15;"8381";"6M";0.00;B-APV/APVC
2023-05-15;"8381";"1Y";0.03;B-APV/APVC
2023-05-15;"8381";YTD;0.01;B-APV/APVC
2023-05-16;"8381";"1M";0.01;B-APV/APVC
2023-05-16;"8381";"3M";-0.01;B-APV/APVC
2023-05-16;"8381";"6M";0.01;B-APV/APVC
2023-05-16;"8381";"1Y";0.03;B-APV/APVC
2023-05-16;"8381";YTD;0.02;B-APV/APVC
2023-05-17;"8381";"1M";0.00;B-APV/APVC
2023-05-17;"8381";"3M";0.01;B-APV/APVC
2023-05-17;"8381";"6M";0.02;B-APV/APVC
2023-05-17;"8381";"1Y";0.00;B-APV/APVC
2023-05-17;"8381";YTD;0.02;B-APV/APVC
2023-05-18;"8381";"1M";0.00;B-APV/APVC
2023-05-18;"8381";"3M";0.01;B-APV/APVC
2023-05-18;"8381";"6M";0.01;B-APV/APVC
2023-05-18;"8381";"1Y";0.01;B-APV/APVC
2023-05-18;"8381";YTD;0.01;B-APV/APVC
2023-05-19;"8381";"1M";0.01;B-APV/APVC
2023-05-19;"8381";"3M";0.01;B-APV/APVC
2023-05-19;"8381";"6M";0.01;B-APV/APVC
2023-05-19;"8381";"1Y";0.01;B-APV/APVC
2023-05-19;"8381";YTD;0.02;B-APV/APVC
2023-05-20;"8381";"1M";0.02;B-APV/APVC
2023-05-20;"8381";"3M";0.01;B-APV/APVC
2023-05-20;"8381";"6M";0.01;B-APV/APVC
2023-05-20;"8381";"1Y";0.01;B-APV/APVC
2023-05-20;"8381";YTD;0.02;B-APV/APVC
2023-05-21;"8381";"1M";0.05;B-APV/APVC
2023-05-21;"8381";"3M";0.02;B-APV/APVC
2023-05-21;"8381";"6M";-0.01;B-APV/APVC
2023-05-21;"8381";"1Y";0.01;B-APV/APVC
2023-05-21;"8381";YTD;0.02;B-APV/APVC
2023-05-22;"8381";"1M";0.06;B-APV/APVC
2023-05-22;"8381";"3M";0.03;B-APV/APVC
2023-05-22;"8381";"6M";0.00;B-APV/APVC
2023-05-22;"8381";"1Y";0.01;B-APV/APVC
2023-05-22;"8381";YTD;0.02;B-APV/APVC
2023-05-23;"8381";"1M";0.06;B-APV/APVC
2023-05-23;"8381";"3M";0.02;B-APV/APVC
2023-05-23;"8381";"6M";0.01;B-APV/APVC
2023-05-23;"8381";"1Y";-0.02;B-APV/APVC
2023-05-23;"8381";YTD;0.02;B-APV/APVC
2023-05-24;"8381";"1M";0.03;B-APV/APVC
2023-05-24;"8381";"3M";0.00;B-APV/APVC
2023-05-24;"8381";"6M";-0.01;B-APV/APVC
2023-05-24;"8381";"1Y";-0.03;B-APV/APVC
2023-05-24;"8381";YTD;0.01;B-APV/APVC
2023-05-25;"8381";"1M";0.02;B-APV/APVC
2023-05-25;"8381";"3M";-0.01;B-APV/APVC
2023-05-25;"8381";"6M";-0.02;B-APV/APVC
2023-05-25;"8381";"1Y";-0.05;B-APV/APVC
2023-05-25;"8381";YTD;0.00;B-APV/APVC
2023-05-26;"8381";"1M";0.01;B-APV/APVC
2023-05-26;"8381";"3M";-0.02;B-APV/APVC
2023-05-26;"8381";"6M";-0.03;B-APV/APVC
2023-05-26;"8381";"1Y";-0.08;B-APV/APVC
2023-05-26;"8381";YTD;-0.02;B-APV/APVC
2023-05-27;"8381";"1M";-0.01;B-APV/APVC
2023-05-27;"8381";"3M";-0.03;B-APV/APVC
2023-05-27;"8381";"6M";-0.03;B-APV/APVC
2023-05-27;"8381";"1Y";-0.09;B-APV/APVC
2023-05-27;"8381";YTD;-0.02;B-APV/APVC
2023-05-28;"8381";"1M";-0.01;B-APV/APVC
2023-05-28;"8381";"3M";-0.03;B-APV/APVC
2023-05-28;"8381";"6M";-0.02;B-APV/APVC
2023-05-28;"8381";"1Y";-0.09;B-APV/APVC
2023-05-28;"8381";YTD;-0.02;B-APV/APVC
2023-05-29;"8381";"1M";-0.01;B-APV/APVC
2023-05-29;"8381";"3M";-0.04;B-APV/APVC
2023-05-29;"8381";"6M";-0.03;B-APV/APVC
2023-05-29;"8381";"1Y";-0.10;B-APV/APVC
2023-05-29;"8381";YTD;-0.02;B-APV/APVC
2023-05-30;"8381";"1M";-0.01;B-APV/APVC
2023-05-30;"8381";"3M";-0.04;B-APV/APVC
2023-05-30;"8381";"6M";-0.04;B-APV/APVC
2023-05-30;"8381";"1Y";-0.10;B-APV/APVC
2023-05-30;"8381";YTD;-0.02;B-APV/APVC
2023-05-31;"8381";"1M";-0.03;B-APV/APVC
2023-05-31;"8381";"3M";-0.06;B-APV/APVC
2023-05-31;"8381";"6M";-0.06;B-APV/APVC
2023-05-31;"8381";"1Y";-0.11;B-APV/APVC
2023-05-31;"8381";YTD;-0.04;B-APV/APVC
2023-06-01;"8381";"1M";-0.03;B-APV/APVC
2023-06-01;"8381";"3M";-0.05;B-APV/APVC
2023-06-01;"8381";"6M";-0.05;B-APV/APVC
2023-06-01;"8381";"1Y";-0.09;B-APV/APVC
2023-06-01;"8381";YTD;-0.03;B-APV/APVC
2023-06-02;"8381";"1M";0.01;B-APV/APVC
2023-06-02;"8381";"3M";-0.03;B-APV/APVC
2023-06-02;"8381";"6M";-0.03;B-APV/APVC
2023-06-02;"8381";"1Y";-0.08;B-APV/APVC
2023-06-02;"8381";YTD;-0.01;B-APV/APVC
2023-06-03;"8381";"1M";0.01;B-APV/APVC
2023-06-03;"8381";"3M";-0.04;B-APV/APVC
2023-06-03;"8381";"6M";-0.03;B-APV/APVC
2023-06-03;"8381";"1Y";-0.08;B-APV/APVC
2023-06-03;"8381";YTD;-0.01;B-APV/APVC
2023-06-04;"8381";"1M";0.00;B-APV/APVC
2023-06-04;"8381";"3M";-0.04;B-APV/APVC
2023-06-04;"8381";"6M";-0.03;B-APV/APVC
2023-06-04;"8381";"1Y";-0.08;B-APV/APVC
2023-06-04;"8381";YTD;-0.01;B-APV/APVC
2023-06-05;"8381";"1M";-0.01;B-APV/APVC
2023-06-05;"8381";"3M";-0.04;B-APV/APVC
2023-06-05;"8381";"6M";-0.03;B-APV/APVC
2023-06-05;"8381";"1Y";-0.08;B-APV/APVC
2023-06-05;"8381";YTD;-0.01;B-APV/APVC
2023-06-06;"8381";"1M";0.00;B-APV/APVC
2023-06-06;"8381";"3M";-0.02;B-APV/APVC
2023-06-06;"8381";"6M";-0.01;B-APV/APVC
2023-06-06;"8381";"1Y";-0.06;B-APV/APVC
2023-06-06;"8381";YTD;0.00;B-APV/APVC
2023-06-07;"8381";"1M";-0.01;B-APV/APVC
2023-06-07;"8381";"3M";-0.02;B-APV/APVC
2023-06-07;"8381";"6M";-0.01;B-APV/APVC
2023-06-07;"8381";"1Y";-0.08;B-APV/APVC
2023-06-07;"8381";YTD;0.00;B-APV/APVC
2023-06-08;"8381";"1M";-0.03;B-APV/APVC
2023-06-08;"8381";"3M";-0.03;B-APV/APVC
2023-06-08;"8381";"6M";-0.01;B-APV/APVC
2023-06-08;"8381";"1Y";-0.06;B-APV/APVC
2023-06-08;"8381";YTD;-0.01;B-APV/APVC
2023-06-09;"8381";"1M";-0.02;B-APV/APVC
2023-06-09;"8381";"3M";-0.02;B-APV/APVC
2023-06-09;"8381";"6M";0.00;B-APV/APVC
2023-06-09;"8381";"1Y";-0.04;B-APV/APVC
2023-06-09;"8381";YTD;0.00;B-APV/APVC
2023-06-10;"8381";"1M";-0.02;B-APV/APVC
2023-06-10;"8381";"3M";-0.02;B-APV/APVC
2023-06-10;"8381";"6M";0.00;B-APV/APVC
2023-06-10;"8381";"1Y";-0.05;B-APV/APVC
2023-06-10;"8381";YTD;0.00;B-APV/APVC
2023-06-11;"8381";"1M";-0.02;B-APV/APVC
2023-06-11;"8381";"3M";-0.02;B-APV/APVC
2023-06-11;"8381";"6M";0.00;B-APV/APVC
2023-06-11;"8381";"1Y";-0.05;B-APV/APVC
2023-06-11;"8381";YTD;0.00;B-APV/APVC
2023-06-12;"8381";"1M";-0.02;B-APV/APVC
2023-06-12;"8381";"3M";-0.02;B-APV/APVC
2023-06-12;"8381";"6M";-0.01;B-APV/APVC
2023-06-12;"8381";"1Y";-0.05;B-APV/APVC
2023-06-12;"8381";YTD;0.00;B-APV/APVC
