"fecha";"Run Fondo";"periodo";"rent";"serie"
2023-05-07;"8142";"1M";0.03;APV
2023-05-07;"8142";"3M";0.01;APV
2023-05-07;"8142";"6M";0.00;APV
2023-05-07;"8142";"1Y";0.05;APV
2023-05-07;"8142";YTD;0.01;APV
2023-05-08;"8142";"1M";0.05;APV
2023-05-08;"8142";"3M";0.02;APV
2023-05-08;"8142";"6M";0.00;APV
2023-05-08;"8142";"1Y";0.07;APV
2023-05-08;"8142";YTD;0.04;APV
2023-05-09;"8142";"1M";0.04;APV
2023-05-09;"8142";"3M";0.01;APV
2023-05-09;"8142";"6M";-0.01;APV
2023-05-09;"8142";"1Y";0.08;APV
2023-05-09;"8142";YTD;0.02;APV
2023-05-10;"8142";"1M";0.04;APV
2023-05-10;"8142";"3M";0.00;APV
2023-05-10;"8142";"6M";-0.01;APV
2023-05-10;"8142";"1Y";0.09;APV
2023-05-10;"8142";YTD;0.02;APV
2023-05-11;"8142";"1M";0.04;APV
2023-05-11;"8142";"3M";0.00;APV
2023-05-11;"8142";"6M";-0.01;APV
2023-05-11;"8142";"1Y";0.10;APV
2023-05-11;"8142";YTD;0.02;APV
2023-05-12;"8142";"1M";0.03;APV
2023-05-12;"8142";"3M";0.00;APV
2023-05-12;"8142";"6M";-0.01;APV
2023-05-12;"8142";"1Y";0.09;APV
2023-05-12;"8142";YTD;0.02;APV
2023-05-13;"8142";"1M";0.03;APV
2023-05-13;"8142";"3M";0.01;APV
2023-05-13;"8142";"6M";0.00;APV
2023-05-13;"8142";"1Y";0.07;APV
2023-05-13;"8142";YTD;0.03;APV
2023-05-14;"8142";"1M";0.02;APV
2023-05-14;"8142";"3M";0.02;APV
2023-05-14;"8142";"6M";0.01;APV
2023-05-14;"8142";"1Y";0.07;APV
2023-05-14;"8142";YTD;0.03;APV
2023-05-15;"8142";"1M";0.01;APV
2023-05-15;"8142";"3M";0.00;APV
2023-05-15;"8142";"6M";0.01;APV
2023-05-15;"8142";"1Y";0.06;APV
2023-05-15;"8142";YTD;0.02;APV
2023-05-16;"8142";"1M";0.02;APV
2023-05-16;"8142";"3M";-0.01;APV
2023-05-16;"8142";"6M";0.02;APV
2023-05-16;"8142";"1Y";0.06;APV
2023-05-16;"8142";YTD;0.03;APV
2023-05-17;"8142";"1M";0.00;APV
2023-05-17;"8142";"3M";0.01;APV
2023-05-17;"8142";"6M";0.03;APV
2023-05-17;"8142";"1Y";0.02;APV
2023-05-17;"8142";YTD;0.02;APV
2023-05-18;"8142";"1M";0.00;APV
2023-05-18;"8142";"3M";0.01;APV
2023-05-18;"8142";"6M";0.02;APV
2023-05-18;"8142";"1Y";0.03;APV
2023-05-18;"8142";YTD;0.02;APV
2023-05-19;"8142";"1M";0.01;APV
2023-05-19;"8142";"3M";0.01;APV
2023-05-19;"8142";"6M";0.02;APV
2023-05-19;"8142";"1Y";0.03;APV
2023-05-19;"8142";YTD;0.02;APV
2023-05-20;"8142";"1M";0.02;APV
2023-05-20;"8142";"3M";0.01;APV
2023-05-20;"8142";"6M";0.02;APV
2023-05-20;"8142";"1Y";0.03;APV
2023-05-20;"8142";YTD;0.02;APV
2023-05-21;"8142";"1M";0.05;APV
2023-05-21;"8142";"3M";0.03;APV
2023-05-21;"8142";"6M";0.00;APV
2023-05-21;"8142";"1Y";0.03;APV
2023-05-21;"8142";YTD;0.02;APV
2023-05-22;"8142";"1M";0.06;APV
2023-05-22;"8142";"3M";0.04;APV
2023-05-22;"8142";"6M";0.01;APV
2023-05-22;"8142";"1Y";0.04;APV
2023-05-22;"8142";YTD;0.03;APV
2023-05-23;"8142";"1M";0.06;APV
2023-05-23;"8142";"3M";0.02;APV
2023-05-23;"8142";"6M";0.02;APV
2023-05-23;"8142";"1Y";0.01;APV
2023-05-23;"8142";YTD;0.03;APV
2023-05-24;"8142";"1M";0.04;APV
2023-05-24;"8142";"3M";0.01;APV
2023-05-24;"8142";"6M";0.01;APV
2023-05-24;"8142";"1Y";0.00;APV
2023-05-24;"8142";YTD;0.02;APV
2023-05-25;"8142";"1M";0.02;APV
2023-05-25;"8142";"3M";0.00;APV
2023-05-25;"8142";"6M";-0.01;APV
2023-05-25;"8142";"1Y";-0.03;APV
2023-05-25;"8142";YTD;0.01;APV
2023-05-26;"8142";"1M";0.01;APV
2023-05-26;"8142";"3M";-0.02;APV
2023-05-26;"8142";"6M";-0.02;APV
2023-05-26;"8142";"1Y";-0.05;APV
2023-05-26;"8142";YTD;-0.01;APV
2023-05-27;"8142";"1M";-0.01;APV
2023-05-27;"8142";"3M";-0.02;APV
2023-05-27;"8142";"6M";-0.02;APV
2023-05-27;"8142";"1Y";-0.07;APV
2023-05-27;"8142";YTD;-0.01;APV
2023-05-28;"8142";"1M";-0.01;APV
2023-05-28;"8142";"3M";-0.03;APV
2023-05-28;"8142";"6M";-0.01;APV
2023-05-28;"8142";"1Y";-0.07;APV
2023-05-28;"8142";YTD;-0.01;APV
2023-05-29;"8142";"1M";-0.01;APV
2023-05-29;"8142";"3M";-0.03;APV
2023-05-29;"8142";"6M";-0.02;APV
2023-05-29;"8142";"1Y";-0.07;APV
2023-05-29;"8142";YTD;-0.01;APV
2023-05-30;"8142";"1M";-0.01;APV
2023-05-30;"8142";"3M";-0.03;APV
2023-05-30;"8142";"6M";-0.03;APV
2023-05-30;"8142";"1Y";-0.07;APV
2023-05-30;"8142";YTD;-0.01;APV
2023-05-31;"8142";"1M";-0.03;APV
2023-05-31;"8142";"3M";-0.05;APV
2023-05-31;"8142";"6M";-0.05;APV
2023-05-31;"8142";"1Y";-0.08;APV
2023-05-31;"8142";YTD;-0.03;APV
2023-06-01;"8142";"1M";-0.02;APV
2023-06-01;"8142";"3M";-0.04;APV
2023-06-01;"8142";"6M";-0.04;APV
2023-06-01;"8142";"1Y";-0.07;APV
2023-06-01;"8142";YTD;-0.02;APV
2023-06-02;"8142";"1M";0.01;APV
2023-06-02;"8142";"3M";-0.02;APV
2023-06-02;"8142";"6M";-0.02;APV
2023-06-02;"8142";"1Y";-0.05;APV
2023-06-02;"8142";YTD;0.00;APV
2023-06-03;"8142";"1M";0.01;APV
2023-06-03;"8142";"3M";-0.03;APV
2023-06-03;"8142";"6M";-0.02;APV
2023-06-03;"8142";"1Y";-0.05;APV
2023-06-03;"8142";YTD;0.00;APV
2023-06-04;"8142";"1M";0.01;APV
2023-06-04;"8142";"3M";-0.03;APV
2023-06-04;"8142";"6M";-0.02;APV
2023-06-04;"8142";"1Y";-0.05;APV
2023-06-04;"8142";YTD;0.00;APV
2023-06-05;"8142";"1M";-0.01;APV
2023-06-05;"8142";"3M";-0.03;APV
2023-06-05;"8142";"6M";-0.01;APV
2023-06-05;"8142";"1Y";-0.05;APV
2023-06-05;"8142";YTD;0.00;APV
2023-06-06;"8142";"1M";0.00;APV
2023-06-06;"8142";"3M";-0.02;APV
2023-06-06;"8142";"6M";0.00;APV
2023-06-06;"8142";"1Y";-0.04;APV
2023-06-06;"8142";YTD;0.01;APV
2023-06-07;"8142";"1M";-0.01;APV
2023-06-07;"8142";"3M";-0.02;APV
2023-06-07;"8142";"6M";0.00;APV
2023-06-07;"8142";"1Y";-0.05;APV
2023-06-07;"8142";YTD;0.00;APV
2023-06-08;"8142";"1M";-0.03;APV
2023-06-08;"8142";"3M";-0.02;APV
2023-06-08;"8142";"6M";0.00;APV
2023-06-08;"8142";"1Y";-0.04;APV
2023-06-08;"8142";YTD;0.00;APV
2023-06-09;"8142";"1M";-0.02;APV
2023-06-09;"8142";"3M";-0.02;APV
2023-06-09;"8142";"6M";0.01;APV
2023-06-09;"8142";"1Y";-0.01;APV
2023-06-09;"8142";YTD;0.01;APV
2023-06-10;"8142";"1M";-0.01;APV
2023-06-10;"8142";"3M";-0.01;APV
2023-06-10;"8142";"6M";0.01;APV
2023-06-10;"8142";"1Y";-0.02;APV
2023-06-10;"8142";YTD;0.01;APV
2023-06-11;"8142";"1M";-0.02;APV
2023-06-11;"8142";"3M";-0.01;APV
2023-06-11;"8142";"6M";0.01;APV
2023-06-11;"8142";"1Y";-0.02;APV
2023-06-11;"8142";YTD;0.01;APV
2023-06-12;"8142";"1M";-0.01;APV
2023-06-12;"8142";"3M";-0.01;APV
2023-06-12;"8142";"6M";0.00;APV
2023-06-12;"8142";"1Y";-0.02;APV
2023-06-12;"8142";YTD;0.01;APV
2023-06-13;"8142";"1M";-0.02;APV
2023-06-13;"8142";"3M";0.00;APV
2023-06-13;"8142";"6M";0.01;APV
2023-06-13;"8142";"1Y";0.00;APV
2023-06-13;"8142";YTD;0.01;APV
2023-06-14;"8142";"1M";-0.02;APV
2023-06-14;"8142";"3M";0.01;APV
2023-06-14;"8142";"6M";0.01;APV
2023-06-14;"8142";"1Y";0.01;APV
2023-06-14;"8142";YTD;0.01;APV
2023-06-15;"8142";"1M";-0.01;APV
2023-06-15;"8142";"3M";0.03;APV
2023-06-15;"8142";"6M";0.04;APV
2023-06-15;"8142";"1Y";0.01;APV
2023-06-15;"8142";YTD;0.02;APV
2023-06-16;"8142";"1M";-0.01;APV
2023-06-16;"8142";"3M";0.03;APV
2023-06-16;"8142";"6M";0.03;APV
2023-06-16;"8142";"1Y";0.04;APV
2023-06-16;"8142";YTD;0.02;APV
2023-06-17;"8142";"1M";-0.01;APV
2023-06-17;"8142";"3M";0.05;APV
2023-06-17;"8142";"6M";0.03;APV
2023-06-17;"8142";"1Y";0.03;APV
2023-06-17;"8142";YTD;0.02;APV
2023-06-18;"8142";"1M";-0.01;APV
2023-06-18;"8142";"3M";0.05;APV
2023-06-18;"8142";"6M";0.03;APV
2023-06-18;"8142";"1Y";0.03;APV
2023-06-18;"8142";YTD;0.02;APV
2023-06-19;"8142";"1M";-0.01;APV
2023-06-19;"8142";"3M";0.05;APV
2023-06-19;"8142";"6M";0.03;APV
2023-06-19;"8142";"1Y";0.03;APV
2023-06-19;"8142";YTD;0.02;APV
2023-06-20;"8142";"1M";0.00;APV
2023-06-20;"8142";"3M";0.04;APV
2023-06-20;"8142";"6M";0.02;APV
2023-06-20;"8142";"1Y";0.03;APV
2023-06-20;"8142";YTD;0.02;APV
2023-06-21;"8142";"1M";0.00;APV
2023-06-21;"8142";"3M";0.02;APV
2023-06-21;"8142";"6M";0.02;APV
2023-06-21;"8142";"1Y";0.03;APV
2023-06-21;"8142";YTD;0.02;APV
2023-06-22;"8142";"1M";-0.01;APV
2023-06-22;"8142";"3M";0.02;APV
2023-06-22;"8142";"6M";0.03;APV
2023-06-22;"8142";"1Y";0.03;APV
2023-06-22;"8142";YTD;0.02;APV
2023-06-23;"8142";"1M";-0.02;APV
2023-06-23;"8142";"3M";0.02;APV
2023-06-23;"8142";"6M";0.01;APV
2023-06-23;"8142";"1Y";0.05;APV
2023-06-23;"8142";YTD;0.01;APV
2023-06-24;"8142";"1M";-0.02;APV
2023-06-24;"8142";"3M";0.02;APV
2023-06-24;"8142";"6M";0.01;APV
2023-06-24;"8142";"1Y";0.04;APV
2023-06-24;"8142";YTD;0.01;APV
2023-06-25;"8142";"1M";0.00;APV
2023-06-25;"8142";"3M";0.02;APV
2023-06-25;"8142";"6M";0.01;APV
2023-06-25;"8142";"1Y";0.04;APV
2023-06-25;"8142";YTD;0.01;APV
2023-06-26;"8142";"1M";0.01;APV
2023-06-26;"8142";"3M";0.02;APV
2023-06-26;"8142";"6M";0.01;APV
2023-06-26;"8142";"1Y";0.04;APV
2023-06-26;"8142";YTD;0.01;APV
2023-06-27;"8142";"1M";0.01;APV
2023-06-27;"8142";"3M";0.02;APV
2023-06-27;"8142";"6M";0.01;APV
2023-06-27;"8142";"1Y";0.04;APV
2023-06-27;"8142";YTD;0.00;APV
2023-06-28;"8142";"1M";0.01;APV
2023-06-28;"8142";"3M";0.02;APV
2023-06-28;"8142";"6M";0.01;APV
2023-06-28;"8142";"1Y";0.03;APV
2023-06-28;"8142";YTD;0.00;APV
2023-06-29;"8142";"1M";0.02;APV
2023-06-29;"8142";"3M";0.02;APV
2023-06-29;"8142";"6M";0.02;APV
2023-06-29;"8142";"1Y";0.04;APV
2023-06-29;"8142";YTD;0.01;APV
2023-06-30;"8142";"1M";0.03;APV
2023-06-30;"8142";"3M";0.03;APV
2023-06-30;"8142";"6M";0.02;APV
2023-06-30;"8142";"1Y";0.07;APV
2023-06-30;"8142";YTD;0.02;APV
2023-07-01;"8142";"1M";0.05;APV
2023-07-01;"8142";"3M";0.03;APV
2023-07-01;"8142";"6M";0.02;APV
2023-07-01;"8142";"1Y";0.06;APV
2023-07-01;"8142";YTD;0.02;APV
2023-07-02;"8142";"1M";0.02;APV
2023-07-02;"8142";"3M";0.03;APV
2023-07-02;"8142";"6M";0.02;APV
2023-07-02;"8142";"1Y";0.06;APV
2023-07-02;"8142";YTD;0.02;APV
2023-07-03;"8142";"1M";0.04;APV
2023-07-03;"8142";"3M";0.04;APV
2023-07-03;"8142";"6M";0.06;APV
2023-07-03;"8142";"1Y";0.07;APV
2023-07-03;"8142";YTD;0.04;APV
2023-07-04;"8142";"1M";0.04;APV
2023-07-04;"8142";"3M";0.07;APV
2023-07-04;"8142";"6M";0.08;APV
2023-07-04;"8142";"1Y";0.08;APV
2023-07-04;"8142";YTD;0.04;APV
2023-07-05;"8142";"1M";0.03;APV
2023-07-05;"8142";"3M";0.06;APV
2023-07-05;"8142";"6M";0.06;APV
2023-07-05;"8142";"1Y";0.07;APV
2023-07-05;"8142";YTD;0.03;APV
2023-07-06;"8142";"1M";0.01;APV
2023-07-06;"8142";"3M";0.04;APV
2023-07-06;"8142";"6M";0.05;APV
2023-07-06;"8142";"1Y";0.06;APV
2023-07-06;"8142";YTD;0.03;APV
2023-07-07;"8142";"1M";0.05;APV
2023-07-07;"8142";"3M";0.07;APV
2023-07-07;"8142";"6M";0.08;APV
2023-07-07;"8142";"1Y";0.06;APV
2023-07-07;"8142";YTD;0.05;APV
2023-07-08;"8142";"1M";0.05;APV
2023-07-08;"8142";"3M";0.07;APV
2023-07-08;"8142";"6M";0.08;APV
2023-07-08;"8142";"1Y";0.06;APV
2023-07-08;"8142";YTD;0.05;APV
2023-07-09;"8142";"1M";0.04;APV
2023-07-09;"8142";"3M";0.07;APV
2023-07-09;"8142";"6M";0.07;APV
2023-07-09;"8142";"1Y";0.06;APV
2023-07-09;"8142";YTD;0.05;APV
2023-07-10;"8142";"1M";0.04;APV
2023-07-10;"8142";"3M";0.07;APV
2023-07-10;"8142";"6M";0.07;APV
2023-07-10;"8142";"1Y";0.06;APV
2023-07-10;"8142";YTD;0.05;APV
2023-07-11;"8142";"1M";0.05;APV
2023-07-11;"8142";"3M";0.07;APV
2023-07-11;"8142";"6M";0.08;APV
2023-07-11;"8142";"1Y";0.08;APV
2023-07-11;"8142";YTD;0.06;APV
2023-07-12;"8142";"1M";0.07;APV
2023-07-12;"8142";"3M";0.08;APV
2023-07-12;"8142";"6M";0.09;APV
2023-07-12;"8142";"1Y";0.09;APV
2023-07-12;"8142";YTD;0.08;APV
2023-07-13;"8142";"1M";0.06;APV
2023-07-13;"8142";"3M";0.07;APV
2023-07-13;"8142";"6M";0.09;APV
2023-07-13;"8142";"1Y";0.08;APV
2023-07-13;"8142";YTD;0.07;APV
2023-07-14;"8142";"1M";0.07;APV
2023-07-14;"8142";"3M";0.07;APV
2023-07-14;"8142";"6M";0.11;APV
2023-07-14;"8142";"1Y";0.09;APV
2023-07-14;"8142";YTD;0.08;APV
2023-07-15;"8142";"1M";0.07;APV
2023-07-15;"8142";"3M";0.07;APV
2023-07-15;"8142";"6M";0.11;APV
2023-07-15;"8142";"1Y";0.10;APV
2023-07-15;"8142";YTD;0.08;APV
2023-07-16;"8142";"1M";0.07;APV
2023-07-16;"8142";"3M";0.07;APV
2023-07-16;"8142";"6M";0.11;APV
2023-07-16;"8142";"1Y";0.10;APV
2023-07-16;"8142";YTD;0.08;APV
2023-07-17;"8142";"1M";0.08;APV
2023-07-17;"8142";"3M";0.08;APV
2023-07-17;"8142";"6M";0.12;APV
2023-07-17;"8142";"1Y";0.11;APV
2023-07-17;"8142";YTD;0.10;APV
2023-07-18;"8142";"1M";0.09;APV
2023-07-18;"8142";"3M";0.09;APV
2023-07-18;"8142";"6M";0.12;APV
2023-07-18;"8142";"1Y";0.13;APV
2023-07-18;"8142";YTD;0.11;APV
2023-07-19;"8142";"1M";0.10;APV
2023-07-19;"8142";"3M";0.11;APV
2023-07-19;"8142";"6M";0.13;APV
2023-07-19;"8142";"1Y";0.12;APV
2023-07-19;"8142";YTD;0.12;APV
2023-07-20;"8142";"1M";0.09;APV
2023-07-20;"8142";"3M";0.11;APV
2023-07-20;"8142";"6M";0.12;APV
2023-07-20;"8142";"1Y";0.12;APV
2023-07-20;"8142";YTD;0.12;APV
2023-07-21;"8142";"1M";0.09;APV
2023-07-21;"8142";"3M";0.14;APV
2023-07-21;"8142";"6M";0.12;APV
2023-07-21;"8142";"1Y";0.10;APV
2023-07-21;"8142";YTD;0.11;APV
2023-07-22;"8142";"1M";0.09;APV
2023-07-22;"8142";"3M";0.14;APV
2023-07-22;"8142";"6M";0.12;APV
2023-07-22;"8142";"1Y";0.10;APV
2023-07-22;"8142";YTD;0.11;APV
2023-07-23;"8142";"1M";0.10;APV
2023-07-23;"8142";"3M";0.14;APV
2023-07-23;"8142";"6M";0.10;APV
2023-07-23;"8142";"1Y";0.10;APV
2023-07-23;"8142";YTD;0.11;APV
2023-07-24;"8142";"1M";0.11;APV
2023-07-24;"8142";"3M";0.14;APV
2023-07-24;"8142";"6M";0.12;APV
2023-07-24;"8142";"1Y";0.11;APV
2023-07-24;"8142";YTD;0.12;APV
2023-07-25;"8142";"1M";0.12;APV
2023-07-25;"8142";"3M";0.15;APV
2023-07-25;"8142";"6M";0.13;APV
2023-07-25;"8142";"1Y";0.11;APV
2023-07-25;"8142";YTD;0.13;APV
2023-07-26;"8142";"1M";0.12;APV
2023-07-26;"8142";"3M";0.14;APV
2023-07-26;"8142";"6M";0.11;APV
2023-07-26;"8142";"1Y";0.11;APV
2023-07-26;"8142";YTD;0.12;APV
2023-07-27;"8142";"1M";0.11;APV
2023-07-27;"8142";"3M";0.11;APV
2023-07-27;"8142";"6M";0.10;APV
2023-07-27;"8142";"1Y";0.09;APV
2023-07-27;"8142";YTD;0.11;APV
2023-07-28;"8142";"1M";0.12;APV
2023-07-28;"8142";"3M";0.12;APV
2023-07-28;"8142";"6M";0.10;APV
2023-07-28;"8142";"1Y";0.10;APV
2023-07-28;"8142";YTD;0.12;APV
2023-07-29;"8142";"1M";0.10;APV
2023-07-29;"8142";"3M";0.12;APV
2023-07-29;"8142";"6M";0.10;APV
2023-07-29;"8142";"1Y";0.10;APV
2023-07-29;"8142";YTD;0.12;APV
2023-07-30;"8142";"1M";0.09;APV
2023-07-30;"8142";"3M";0.12;APV
2023-07-30;"8142";"6M";0.10;APV
2023-07-30;"8142";"1Y";0.10;APV
2023-07-30;"8142";YTD;0.12;APV
2023-07-31;"8142";"1M";0.10;APV
2023-07-31;"8142";"3M";0.13;APV
2023-07-31;"8142";"6M";0.12;APV
2023-07-31;"8142";"1Y";0.10;APV
2023-07-31;"8142";YTD;0.13;APV
2023-01-31;"8204";"1M";;S-APV
2023-01-31;"8204";"3M";;S-APV
2023-01-31;"8204";"6M";;S-APV
2023-01-31;"8204";"1Y";;S-APV
2023-01-31;"8204";YTD;;S-APV
2023-02-01;"8204";"1M";;S-APV
2023-02-01;"8204";"3M";;S-APV
2023-02-01;"8204";"6M";;S-APV
2023-02-01;"8204";"1Y";;S-APV
2023-02-01;"8204";YTD;;S-APV
2023-02-02;"8204";"1M";;S-APV
2023-02-02;"8204";"3M";;S-APV
2023-02-02;"8204";"6M";;S-APV
2023-02-02;"8204";"1Y";;S-APV
2023-02-02;"8204";YTD;;S-APV
2023-02-03;"8204";"1M";;S-APV
2023-02-03;"8204";"3M";;S-APV
2023-02-03;"8204";"6M";;S-APV
2023-02-03;"8204";"1Y";;S-APV
2023-02-03;"8204";YTD;;S-APV
2023-02-04;"8204";"1M";;S-APV
2023-02-04;"8204";"3M";;S-APV
2023-02-04;"8204";"6M";;S-APV
2023-02-04;"8204";"1Y";;S-APV
2023-02-04;"8204";YTD;;S-APV
2023-02-05;"8204";"1M";;S-APV
2023-02-05;"8204";"3M";;S-APV
2023-02-05;"8204";"6M";;S-APV
2023-02-05;"8204";"1Y";;S-APV
2023-02-05;"8204";YTD;;S-APV
2023-02-06;"8204";"1M";;S-APV
2023-02-06;"8204";"3M";;S-APV
2023-02-06;"8204";"6M";;S-APV
2023-02-06;"8204";"1Y";;S-APV
2023-02-06;"8204";YTD;;S-APV
2023-02-07;"8204";"1M";;S-APV
2023-02-07;"8204";"3M";;S-APV
2023-02-07;"8204";"6M";;S-APV
2023-02-07;"8204";"1Y";;S-APV
2023-02-07;"8204";YTD;;S-APV
2023-02-08;"8204";"1M";;S-APV
2023-02-08;"8204";"3M";;S-APV
2023-02-08;"8204";"6M";;S-APV
2023-02-08;"8204";"1Y";;S-APV
2023-02-08;"8204";YTD;;S-APV
2023-02-09;"8204";"1M";;S-APV
2023-02-09;"8204";"3M";;S-APV
2023-02-09;"8204";"6M";;S-APV
2023-02-09;"8204";"1Y";;S-APV
2023-02-09;"8204";YTD;;S-APV
2023-02-10;"8204";"1M";;S-APV
2023-02-10;"8204";"3M";;S-APV
2023-02-10;"8204";"6M";;S-APV
2023-02-10;"8204";"1Y";;S-APV
2023-02-10;"8204";YTD;;S-APV
2023-02-11;"8204";"1M";;S-APV
2023-02-11;"8204";"3M";;S-APV
2023-02-11;"8204";"6M";;S-APV
2023-02-11;"8204";"1Y";;S-APV
2023-02-11;"8204";YTD;;S-APV
2023-02-12;"8204";"1M";;S-APV
2023-02-12;"8204";"3M";;S-APV
2023-02-12;"8204";"6M";;S-APV
2023-02-12;"8204";"1Y";;S-APV
2023-02-12;"8204";YTD;;S-APV
2023-02-13;"8204";"1M";;S-APV
2023-02-13;"8204";"3M";;S-APV
2023-02-13;"8204";"6M";;S-APV
2023-02-13;"8204";"1Y";;S-APV
2023-02-13;"8204";YTD;;S-APV
2023-02-14;"8204";"1M";;S-APV
2023-02-14;"8204";"3M";;S-APV
2023-02-14;"8204";"6M";;S-APV
2023-02-14;"8204";"1Y";;S-APV
2023-02-14;"8204";YTD;;S-APV
2023-02-15;"8204";"1M";;S-APV
2023-02-15;"8204";"3M";;S-APV
2023-02-15;"8204";"6M";;S-APV
2023-02-15;"8204";"1Y";;S-APV
2023-02-15;"8204";YTD;;S-APV
2023-02-16;"8204";"1M";;S-APV
2023-02-16;"8204";"3M";;S-APV
2023-02-16;"8204";"6M";;S-APV
2023-02-16;"8204";"1Y";;S-APV
2023-02-16;"8204";YTD;;S-APV
2023-02-17;"8204";"1M";;S-APV
2023-02-17;"8204";"3M";;S-APV
2023-02-17;"8204";"6M";;S-APV
2023-02-17;"8204";"1Y";;S-APV
2023-02-17;"8204";YTD;;S-APV
2023-02-18;"8204";"1M";;S-APV
2023-02-18;"8204";"3M";;S-APV
2023-02-18;"8204";"6M";;S-APV
2023-02-18;"8204";"1Y";;S-APV
2023-02-18;"8204";YTD;;S-APV
2023-02-19;"8204";"1M";;S-APV
2023-02-19;"8204";"3M";;S-APV
2023-02-19;"8204";"6M";;S-APV
2023-02-19;"8204";"1Y";;S-APV
2023-02-19;"8204";YTD;;S-APV
2023-02-20;"8204";"1M";;S-APV
2023-02-20;"8204";"3M";;S-APV
2023-02-20;"8204";"6M";;S-APV
2023-02-20;"8204";"1Y";;S-APV
2023-02-20;"8204";YTD;;S-APV
2023-02-21;"8204";"1M";;S-APV
2023-02-21;"8204";"3M";;S-APV
2023-02-21;"8204";"6M";;S-APV
2023-02-21;"8204";"1Y";;S-APV
2023-02-21;"8204";YTD;;S-APV
2023-02-22;"8204";"1M";;S-APV
2023-02-22;"8204";"3M";;S-APV
2023-02-22;"8204";"6M";;S-APV
2023-02-22;"8204";"1Y";;S-APV
2023-02-22;"8204";YTD;;S-APV
2023-02-23;"8204";"1M";;S-APV
2023-02-23;"8204";"3M";;S-APV
2023-02-23;"8204";"6M";;S-APV
2023-02-23;"8204";"1Y";;S-APV
2023-02-23;"8204";YTD;;S-APV
2023-02-24;"8204";"1M";;S-APV
2023-02-24;"8204";"3M";;S-APV
2023-02-24;"8204";"6M";;S-APV
2023-02-24;"8204";"1Y";;S-APV
2023-02-24;"8204";YTD;;S-APV
2023-02-25;"8204";"1M";;S-APV
2023-02-25;"8204";"3M";;S-APV
2023-02-25;"8204";"6M";;S-APV
2023-02-25;"8204";"1Y";;S-APV
2023-02-25;"8204";YTD;;S-APV
2023-02-26;"8204";"1M";;S-APV
2023-02-26;"8204";"3M";;S-APV
2023-02-26;"8204";"6M";;S-APV
2023-02-26;"8204";"1Y";;S-APV
2023-02-26;"8204";YTD;;S-APV
2023-02-27;"8204";"1M";;S-APV
2023-02-27;"8204";"3M";;S-APV
2023-02-27;"8204";"6M";;S-APV
2023-02-27;"8204";"1Y";;S-APV
2023-02-27;"8204";YTD;;S-APV
2023-02-28;"8204";"1M";;S-APV
2023-02-28;"8204";"3M";;S-APV
2023-02-28;"8204";"6M";;S-APV
2023-02-28;"8204";"1Y";;S-APV
2023-02-28;"8204";YTD;;S-APV
2023-03-01;"8204";"1M";;S-APV
2023-03-01;"8204";"3M";;S-APV
2023-03-01;"8204";"6M";;S-APV
2023-03-01;"8204";"1Y";;S-APV
2023-03-01;"8204";YTD;;S-APV
2023-03-02;"8204";"1M";;S-APV
2023-03-02;"8204";"3M";;S-APV
2023-03-02;"8204";"6M";;S-APV
2023-03-02;"8204";"1Y";;S-APV
2023-03-02;"8204";YTD;;S-APV
2023-03-03;"8204";"1M";;S-APV
2023-03-03;"8204";"3M";;S-APV
2023-03-03;"8204";"6M";;S-APV
2023-03-03;"8204";"1Y";;S-APV
2023-03-03;"8204";YTD;;S-APV
2023-03-04;"8204";"1M";;S-APV
2023-03-04;"8204";"3M";;S-APV
2023-03-04;"8204";"6M";;S-APV
2023-03-04;"8204";"1Y";;S-APV
2023-03-04;"8204";YTD;;S-APV
2023-03-05;"8204";"1M";;S-APV
2023-03-05;"8204";"3M";;S-APV
2023-03-05;"8204";"6M";;S-APV
2023-03-05;"8204";"1Y";;S-APV
2023-03-05;"8204";YTD;;S-APV
2023-03-06;"8204";"1M";;S-APV
2023-03-06;"8204";"3M";;S-APV
2023-03-06;"8204";"6M";;S-APV
2023-03-06;"8204";"1Y";;S-APV
2023-03-06;"8204";YTD;;S-APV
2023-03-07;"8204";"1M";;S-APV
2023-03-07;"8204";"3M";;S-APV
2023-03-07;"8204";"6M";;S-APV
2023-03-07;"8204";"1Y";;S-APV
2023-03-07;"8204";YTD;;S-APV
2023-03-08;"8204";"1M";;S-APV
2023-03-08;"8204";"3M";;S-APV
2023-03-08;"8204";"6M";;S-APV
2023-03-08;"8204";"1Y";;S-APV
2023-03-08;"8204";YTD;;S-APV
2023-03-09;"8204";"1M";;S-APV
2023-03-09;"8204";"3M";;S-APV
2023-03-09;"8204";"6M";;S-APV
2023-03-09;"8204";"1Y";;S-APV
2023-03-09;"8204";YTD;;S-APV
2023-03-10;"8204";"1M";;S-APV
2023-03-10;"8204";"3M";;S-APV
2023-03-10;"8204";"6M";;S-APV
2023-03-10;"8204";"1Y";;S-APV
2023-03-10;"8204";YTD;;S-APV
2023-03-11;"8204";"1M";;S-APV
2023-03-11;"8204";"3M";;S-APV
2023-03-11;"8204";"6M";;S-APV
2023-03-11;"8204";"1Y";;S-APV
2023-03-11;"8204";YTD;;S-APV
2023-03-12;"8204";"1M";;S-APV
2023-03-12;"8204";"3M";;S-APV
2023-03-12;"8204";"6M";;S-APV
2023-03-12;"8204";"1Y";;S-APV
